,仁武,前金,前鎮,善化,大寮,安南,小港,屏東,左營,復興,恆春,新營,林園,楠梓,橋頭,潮州,美濃,臺南,鳳山
2022-12-02-21,23,19,27,12,28,12,26,27,19,24,3,10,21,17,23,36,18,18,26
2022-12-02-22,22,20,27,11,27,11,27,28,18,25,3,10,22,17,22,37,18,17,27
2022-12-02-23,21,19,25,10,25,11,27,29,17,23,3,10,22,17,21,36,18,16,26
2022-12-03-00,19,17,24,10,23,11,26,27,16,21,3,9,22,15,19,36,17,16,24
2022-12-03-01,18,15,22,9,21,10,25,26,15,19,3,8,22,14,16,33,15,16,23
2022-12-03-02,17,14,21,8,20,10,22,26,15,17,3,7,21,12,14,32,14,15,21
2022-12-03-03,15,13,20,8,19,10,21,24,14,17,3,6,21,11,13,31,14,15,20
2022-12-03-04,15,12,20,7,20,11,21,24,14,17,2,6,19,10,13,29,15,14,20
2022-12-03-05,14,14,19,7,20,11,20,24,14,16,2,7,19,9,14,29,15,13,20
2022-12-03-06,15,15,20,8,20,11,21,24,13,16,2,7,18,9,15,28,15,13,19
2022-12-03-07,16,15,19,9,19,11,21,24,13,16,2,7,18,9,15,27,15,12,19
2022-12-03-08,16,16,18,10,19,10,20,25,14,16,1,7,19,10,16,27,16,13,19
2022-12-03-09,17,17,18,11,21,11,22,26,15,17,1,8,19,11,17,26,16,14,21
2022-12-03-10,20,19,20,12,24,12,24,27,17,20,1,8,21,14,20,26,17,14,24
2022-12-03-11,24,23,24,12,26,12,27,27,20,22,1,8,24,17,24,27,17,16,26
2022-12-03-12,29,27,28,12,33,12,32,29,22,27,1,8,27,21,26,27,17,16,30
2022-12-03-13,32,29,31,11,37,11,36,31,21,30,1,9,30,23,28,28,17,16,31
2022-12-03-14,31,31,32,11,38,12,37,35,20,30,1,9,31,23,26,28,17,16,33
2022-12-03-15,29,29,31,12,38,13,36,39,19,29,1,11,29,21,25,26,17,17,32
2022-12-03-16,26,27,29,13,34,13,34,41,17,26,1,12,28,19,24,25,20,17,29
2022-12-03-17,25,24,27,14,30,13,30,39,16,23,1,12,25,18,23,22,21,18,28
2022-12-03-18,23,21,25,14,29,13,27,35,15,22,1,11,22,19,22,24,22,17,26
2022-12-03-19,23,21,24,14,28,12,25,32,14,20,0,11,20,18,22,26,23,18,25
2022-12-03-20,23,20,24,14,27,13,24,30,15,20,0,12,19,17,21,28,22,17,26
2022-12-03-21,23,21,24,14,27,14,24,29,16,20,0,12,19,17,22,30,21,18,26
2022-12-03-22,24,21,25,14,26,13,24,28,16,21,0,12,19,16,22,30,20,19,26
2022-12-03-23,23,21,25,14,27,13,25,29,17,22,0,11,21,16,22,29,19,20,26
2022-12-04-00,22,22,24,15,28,14,25,30,17,22,0,12,21,17,22,27,20,20,25
2022-12-04-01,22,23,24,15,28,14,24,30,17,22,1,13,23,17,22,26,19,21,26
2022-12-04-02,21,24,24,15,30,15,24,29,19,22,1,13,24,17,22,26,20,20,26
2022-12-04-03,21,25,25,17,30,15,25,28,19,21,1,14,25,17,22,27,20,20,26
2022-12-04-04,21,24,26,20,29,16,26,26,20,22,0,14,27,17,23,29,19,21,27
2022-12-04-05,22,25,28,22,27,18,27,26,20,23,1,12,26,16,24,28,19,22,28
2022-12-04-06,24,26,28,26,28,18,28,27,22,24,1,13,25,18,26,28,19,24,29
2022-12-04-07,26,26,29,29,28,21,27,27,23,25,1,13,26,21,29,27,18,26,29
2022-12-04-08,28,27,27,29,30,23,27,27,25,25,1,15,26,25,33,26,18,27,31
2022-12-04-09,32,29,28,31,32,29,28,28,29,25,1,17,28,27,36,27,18,32,36
2022-12-04-10,33,32,30,30,35,32,30,29,32,28,2,18,30,26,37,29,19,35,39
2022-12-04-11,35,34,32,31,36,33,33,30,34,31,1,18,29,27,37,32,20,38,41
2022-12-04-12,35,38,36,31,36,33,39,30,36,32,1,19,34,25,36,34,23,39,41
2022-12-04-13,34,40,40,31,36,30,42,30,36,35,1,18,37,26,35,36,24,37,38
2022-12-04-14,34,39,39,32,34,28,44,30,34,34,1,20,39,26,33,36,24,35,38
2022-12-04-15,32,36,36,30,33,27,41,31,30,31,1,21,39,25,31,34,23,33,36
2022-12-04-16,30,32,33,30,30,26,37,30,26,28,2,21,34,24,29,32,22,32,34
2022-12-04-17,27,27,28,29,29,26,31,29,22,24,2,22,30,22,27,29,22,32,32
2022-12-04-18,25,24,26,29,28,28,28,29,20,22,3,20,27,22,27,28,24,32,29
2022-12-04-19,26,26,27,26,26,27,28,30,21,22,3,18,27,23,28,28,25,32,31
2022-12-04-20,27,26,29,23,28,26,29,30,22,25,3,17,27,23,28,29,25,31,32
2022-12-04-21,26,27,30,20,29,22,30,30,23,26,3,15,27,23,27,30,25,29,31
2022-12-04-22,24,25,29,17,29,20,29,29,22,26,2,14,26,22,24,31,24,26,31
2022-12-04-23,22,24,28,15,29,17,28,26,20,23,2,12,26,19,22,31,22,23,28
2022-12-05-00,20,20,25,13,26,14,25,25,18,21,2,11,24,17,19,31,21,20,25
2022-12-05-01,17,17,22,11,23,12,22,24,15,18,3,10,21,15,18,29,20,18,24
2022-12-05-02,15,17,21,9,21,11,19,23,14,16,3,8,21,13,16,28,18,17,22
2022-12-05-03,14,17,20,8,21,10,18,22,14,15,3,7,19,12,15,26,17,16,21
2022-12-05-04,13,17,19,7,20,9,17,21,14,15,2,6,18,11,14,24,17,15,22
2022-12-05-05,13,17,20,5,20,9,17,20,15,15,2,5,18,10,13,23,16,15,21
2022-12-05-06,13,17,19,5,20,9,19,20,15,15,1,5,16,9,12,22,17,14,20
2022-12-05-07,12,16,19,4,20,10,19,20,14,15,1,4,15,8,12,22,16,12,19
2022-12-05-08,12,16,19,4,19,9,19,20,13,14,1,3,16,8,12,22,15,11,19
2022-12-05-09,13,16,18,4,19,8,18,22,13,13,2,3,16,8,12,24,16,11,19
2022-12-05-10,14,16,18,4,20,7,17,23,14,13,3,3,17,9,12,24,15,11,19
2022-12-05-11,14,17,20,4,20,8,17,23,15,14,3,4,19,10,12,25,15,11,20
2022-12-05-12,14,18,20,4,22,8,18,23,16,15,3,5,20,10,14,25,15,12,20
2022-12-05-13,14,18,22,5,22,9,18,22,17,16,2,5,21,11,15,24,14,11,19
2022-12-05-14,14,18,21,6,20,9,20,20,14,17,1,5,19,11,16,21,12,11,19
2022-12-05-15,14,17,20,7,19,9,19,17,12,17,2,5,18,10,16,18,11,12,18
2022-12-05-16,14,16,18,8,17,9,19,16,12,15,2,6,16,10,15,19,11,11,18
2022-12-05-17,14,15,17,9,16,10,19,14,13,14,3,6,15,9,15,19,11,12,19
2022-12-05-18,14,15,22,9,16,10,17,15,13,14,3,6,16,9,14,21,12,12,19
2022-12-05-19,14,15,21,8,16,11,17,14,14,13,3,5,16,9,14,23,12,12,20
2022-12-05-20,14,14,20,8,16,10,16,14,14,12,3,5,16,9,14,21,11,12,19
2022-12-05-21,13,13,19,6,15,9,15,14,12,12,2,4,15,9,14,20,10,12,18
2022-12-05-22,12,13,16,5,15,8,16,13,12,11,2,4,13,8,14,18,9,12,17
2022-12-05-23,11,12,15,4,14,7,15,13,12,11,2,3,12,8,13,16,8,11,15
2022-12-06-00,10,12,14,4,13,7,14,12,11,10,2,3,11,8,12,16,8,11,15
2022-12-06-01,9,11,14,4,12,7,13,11,11,10,2,3,10,7,11,15,8,10,14
2022-12-06-02,9,11,13,4,12,7,12,10,10,10,1,3,9,6,9,15,8,10,13
2022-12-06-03,9,10,12,5,12,6,12,9,10,8,1,3,9,6,9,15,8,9,12
2022-12-06-04,8,10,12,4,11,6,11,9,10,7,2,3,8,5,8,13,7,8,12
2022-12-06-05,7,10,11,5,11,5,11,9,9,7,2,3,7,5,9,13,8,8,12
2022-12-06-06,8,11,11,5,11,5,12,10,8,7,2,2,8,5,9,12,8,8,13
2022-12-06-07,8,11,11,4,11,5,12,10,7,7,2,2,8,5,9,12,8,8,13
2022-12-06-08,9,11,11,5,11,5,12,11,8,8,2,2,9,6,9,12,8,8,15
2022-12-06-09,10,12,12,4,13,5,13,11,9,9,2,2,10,7,9,13,7,8,16
2022-12-06-10,10,13,13,4,14,5,14,12,10,10,2,2,12,6,10,13,7,9,17
2022-12-06-11,12,14,15,4,15,5,15,14,11,12,2,2,13,7,11,17,7,10,18
2022-12-06-12,13,15,16,4,17,5,17,15,12,13,1,2,13,8,12,20,8,11,18
2022-12-06-13,14,16,17,6,17,6,18,17,15,14,1,2,13,10,14,24,9,12,20
2022-12-06-14,14,16,19,7,17,8,19,20,18,15,1,3,13,12,16,23,12,14,19
2022-12-06-15,15,16,20,8,16,10,20,24,19,17,1,6,12,12,16,21,14,14,19
2022-12-06-16,15,14,20,10,16,14,20,24,18,16,1,8,13,13,16,20,16,16,18
2022-12-06-17,15,15,19,10,16,17,20,22,16,16,1,9,13,13,15,19,17,19,18
2022-12-06-18,16,14,18,10,16,17,19,19,15,15,1,10,13,12,16,20,18,19,17
2022-12-06-19,16,14,17,11,17,17,18,17,13,13,2,10,12,12,16,20,18,21,18
2022-12-06-20,16,15,17,11,17,15,17,17,14,13,2,11,11,13,18,19,19,21,19
2022-12-06-21,18,17,18,12,16,14,17,17,16,15,3,12,11,14,19,20,18,20,20
2022-12-06-22,18,18,20,13,18,13,18,19,17,17,2,13,11,15,21,20,17,19,22
2022-12-06-23,19,19,22,12,18,13,20,20,19,18,2,13,14,15,22,20,18,19,23
2022-12-07-00,20,20,23,12,18,13,21,20,18,21,1,13,15,17,21,20,17,19,25
2022-12-07-01,20,19,24,13,20,13,22,19,18,21,1,12,16,16,22,20,17,19,25
2022-12-07-02,22,20,23,12,20,12,21,18,18,20,1,12,18,17,23,20,16,18,26
2022-12-07-03,22,19,23,13,21,12,21,17,17,19,1,12,18,20,22,19,15,18,27
2022-12-07-04,22,19,22,13,21,11,21,18,17,18,1,12,19,19,22,19,17,17,27
2022-12-07-05,22,18,21,12,22,11,22,19,18,18,1,13,19,18,21,19,17,17,27
2022-12-07-06,20,17,21,14,22,12,22,19,18,17,1,13,19,18,20,20,18,17,27
2022-12-07-07,20,17,21,14,22,12,22,19,18,18,1,12,18,17,20,21,19,18,25
2022-12-07-08,21,18,22,15,22,13,21,20,18,19,1,11,19,17,21,23,19,19,27
2022-12-07-09,22,19,23,17,21,14,22,21,19,20,1,11,19,19,24,24,19,20,27
2022-12-07-10,25,23,24,18,22,14,22,23,20,22,0,11,19,22,26,26,19,19,28
2022-12-07-11,28,26,26,16,22,14,23,22,22,25,0,11,20,23,28,26,19,18,29
2022-12-07-12,28,26,26,15,22,14,24,22,23,24,0,13,19,23,26,25,19,17,28
2022-12-07-13,26,25,25,13,21,13,23,20,23,23,0,12,18,22,24,22,19,16,28
2022-12-07-14,23,23,23,12,18,12,22,18,21,20,0,13,16,19,21,20,18,16,25
2022-12-07-15,20,20,21,14,17,12,20,17,18,18,0,13,15,16,19,18,17,16,22
2022-12-07-16,19,18,21,15,16,12,18,16,17,17,0,14,14,16,19,17,17,17,20
2022-12-07-17,20,18,20,16,15,13,18,15,16,17,0,15,13,17,19,17,17,18,20
2022-12-07-18,22,18,21,18,18,13,18,17,17,18,0,16,15,19,21,17,18,18,22
2022-12-07-19,22,20,21,18,20,14,19,20,18,20,1,15,18,20,21,17,19,19,23
2022-12-07-20,23,21,23,17,21,14,21,21,20,21,1,14,18,20,22,18,18,20,25
2022-12-07-21,21,22,23,15,22,14,22,20,20,22,1,13,20,19,22,20,18,19,25
2022-12-07-22,20,20,22,13,22,14,22,20,19,22,2,13,20,17,20,21,17,19,23
2022-12-07-23,18,19,21,13,20,13,20,20,18,21,3,12,19,15,19,21,17,19,24
2022-12-08-00,17,18,21,13,19,13,19,21,17,20,3,10,18,13,19,22,16,18,23
2022-12-08-01,17,18,20,12,19,12,19,21,16,18,3,10,18,12,17,22,17,17,23
2022-12-08-02,17,18,20,11,19,11,19,22,15,18,3,9,17,12,17,21,16,16,22
2022-12-08-03,17,18,21,11,18,10,19,22,15,17,3,9,17,13,16,21,16,16,22
2022-12-08-04,16,18,22,11,20,11,19,21,15,17,3,9,17,13,14,20,17,17,21
2022-12-08-05,16,19,22,11,21,12,20,21,16,18,3,9,17,13,15,21,16,19,21
2022-12-08-06,17,19,23,11,21,13,20,20,17,17,2,9,17,14,16,21,16,20,22
2022-12-08-07,17,20,23,11,21,13,21,20,19,18,2,9,17,15,18,20,16,20,24
2022-12-08-08,19,22,24,11,22,13,22,20,21,19,2,10,17,16,20,21,16,19,26
2022-12-08-09,21,23,26,12,23,13,24,20,22,21,2,10,18,17,23,21,17,18,27
2022-12-08-10,21,24,26,12,24,14,25,20,23,23,2,10,18,17,24,21,17,18,27
2022-12-08-11,22,25,28,12,23,16,24,18,23,24,2,10,18,17,24,22,17,19,26
2022-12-08-12,22,26,28,12,22,16,26,17,24,24,1,9,20,17,24,21,16,19,24
2022-12-08-13,21,26,27,12,25,16,26,15,23,24,1,11,21,18,23,20,13,20,25
2022-12-08-14,21,25,27,12,25,19,26,14,22,22,1,12,22,18,22,23,12,21,25
2022-12-08-15,21,23,25,12,29,19,26,13,20,21,1,13,23,17,22,24,11,20,23
2022-12-08-16,20,22,23,14,25,20,24,12,19,22,1,15,20,17,21,26,11,22,22
2022-12-08-17,20,21,23,14,17,21,22,12,18,21,1,15,18,16,20,27,12,22,21
2022-12-08-18,21,22,24,15,20,19,21,16,19,21,1,15,18,18,22,28,12,29,21
2022-12-08-19,21,23,25,16,22,20,23,17,20,23,1,14,18,19,23,28,14,29,22
2022-12-08-20,21,24,26,15,23,19,23,19,20,23,2,14,20,20,24,29,15,29,23
2022-12-08-21,21,24,25,14,25,18,24,20,19,23,2,13,21,19,24,29,15,28,24
2022-12-08-22,20,23,25,13,23,17,25,18,19,23,2,12,22,17,22,30,15,22,25
2022-12-08-23,19,22,25,12,21,16,24,18,18,21,2,12,23,15,20,30,15,22,25
2022-12-09-00,18,20,23,10,21,16,22,17,16,19,2,11,21,13,19,30,15,20,23
2022-12-09-01,17,18,22,10,19,14,21,18,15,17,1,10,18,12,18,29,15,19,22
2022-12-09-02,16,17,21,9,19,13,20,19,14,16,2,9,16,12,17,27,15,18,21
2022-12-09-03,15,16,18,10,19,12,19,19,13,15,2,10,15,12,16,25,16,18,21
2022-12-09-04,15,15,17,10,20,11,19,20,12,14,2,10,15,12,15,24,16,17,21
2022-12-09-05,14,14,17,10,20,11,18,20,13,14,2,11,15,12,14,23,17,17,20
2022-12-09-06,13,13,16,10,19,11,18,19,13,14,2,11,15,11,14,22,19,15,19
2022-12-09-07,12,13,16,11,19,11,17,20,12,13,2,10,15,11,14,21,18,15,18
2022-12-09-08,12,13,15,10,17,11,15,19,12,11,2,10,13,10,14,20,18,15,17
2022-12-09-09,11,14,14,10,16,11,13,18,11,10,2,9,13,10,13,21,17,14,16
2022-12-09-10,11,14,13,10,14,11,13,17,11,9,2,9,11,10,12,20,15,14,16
2022-12-09-11,10,13,14,9,13,11,13,15,11,9,2,8,9,10,12,20,14,15,16
2022-12-09-12,11,13,15,9,12,12,14,14,10,10,3,8,9,10,12,19,12,15,15
2022-12-09-13,12,13,16,9,11,12,14,13,11,12,4,8,10,10,12,17,11,15,15
2022-12-09-14,12,13,15,9,12,12,15,13,11,13,6,10,11,10,13,15,10,15,16
2022-12-09-15,13,13,15,9,12,12,15,13,12,14,7,10,11,11,14,14,10,14,16
2022-12-09-16,12,14,16,9,13,11,15,13,13,15,8,9,11,13,14,13,11,14,17
2022-12-09-17,13,15,17,10,14,11,16,13,14,15,6,9,12,13,15,14,11,13,17
2022-12-09-18,13,15,18,11,15,11,16,14,13,14,4,8,13,12,14,15,11,13,17
2022-12-09-19,14,15,18,11,15,11,16,14,12,12,2,7,13,11,14,16,11,12,17
2022-12-09-20,14,14,17,10,14,10,16,13,11,11,2,7,13,10,14,16,11,12,17
2022-12-09-21,14,12,17,9,13,10,15,13,10,11,3,6,13,9,13,17,11,12,17
2022-12-09-22,-999,12,16,7,12,9,15,13,9,11,3,6,12,9,13,16,11,13,16
2022-12-09-23,-999,12,15,6,12,9,14,12,11,11,4,7,11,10,12,16,12,13,16
2022-12-10-00,-999,12,15,6,13,9,13,12,11,11,4,7,11,11,11,16,11,14,16
2022-12-10-01,16,13,15,6,13,9,13,11,11,12,3,7,10,11,12,17,11,15,15
2022-12-10-02,16,14,16,7,14,9,14,11,12,12,2,6,10,11,13,17,11,14,17
2022-12-10-03,16,14,17,8,15,9,15,10,11,13,2,6,11,12,14,16,10,14,17
2022-12-10-04,17,15,17,8,15,10,15,12,12,13,2,7,12,11,15,17,11,15,18
2022-12-10-05,17,16,19,8,15,11,16,12,13,13,2,8,13,12,16,16,11,16,19
2022-12-10-06,18,16,19,10,15,13,16,13,14,14,2,8,13,13,17,16,11,18,19
2022-12-10-07,20,17,21,12,15,15,16,13,16,14,3,10,13,14,18,17,11,20,20
2022-12-10-08,21,19,22,13,17,17,17,13,17,16,2,11,14,15,20,17,11,23,22
2022-12-10-09,21,20,23,15,18,22,17,13,19,17,2,12,14,17,22,17,12,25,21
2022-12-10-10,21,21,24,16,18,22,18,14,19,19,2,13,15,15,23,17,12,27,21
2022-12-10-11,21,22,24,16,18,22,18,14,21,20,1,12,17,17,25,19,11,27,21
2022-12-10-12,23,23,26,15,16,20,20,13,22,22,1,12,18,18,26,18,11,25,21
2022-12-10-13,23,23,25,15,19,18,21,13,22,24,1,12,19,17,25,16,11,23,23
2022-12-10-14,22,23,25,13,20,17,21,13,22,23,1,11,18,17,24,16,11,23,23
2022-12-10-15,23,23,23,14,20,17,20,13,19,22,1,12,17,16,22,17,12,23,22
2022-12-10-16,21,21,22,14,21,18,18,12,18,20,1,13,16,15,21,19,11,23,21
2022-12-10-17,20,21,22,15,20,18,18,13,18,17,2,13,15,16,21,20,11,22,20
2022-12-10-18,21,20,22,15,20,17,18,15,17,17,2,14,16,17,22,20,12,22,21
2022-12-10-19,20,19,22,15,20,17,18,16,17,18,2,15,16,17,22,21,15,21,22
2022-12-10-20,21,20,22,16,21,17,18,17,17,19,2,15,17,17,22,20,17,20,23
2022-12-10-21,21,20,21,17,20,17,19,17,17,19,2,16,18,16,21,20,18,21,23
2022-12-10-22,22,20,21,16,21,17,19,17,18,20,2,14,17,17,21,21,17,21,23
2022-12-10-23,22,21,22,17,22,18,22,18,18,20,2,14,18,18,21,20,18,21,25
2022-12-11-00,22,21,23,15,23,17,23,18,18,20,2,13,18,17,20,21,18,22,25
2022-12-11-01,22,22,25,14,25,17,27,19,17,22,2,12,20,17,20,20,19,20,26
2022-12-11-02,21,22,25,13,25,16,29,20,17,21,2,12,21,17,20,20,19,19,26
2022-12-11-03,20,22,24,12,24,16,27,21,17,21,2,12,22,16,20,19,19,18,26
2022-12-11-04,19,22,23,13,24,15,26,22,17,20,2,11,22,17,19,18,18,18,25
2022-12-11-05,19,21,23,12,22,14,24,23,18,19,2,10,22,17,19,19,17,17,26
2022-12-11-06,20,21,23,11,21,15,24,23,17,19,2,9,22,17,20,19,17,16,26
2022-12-11-07,20,21,23,12,22,14,25,22,18,19,2,7,21,17,20,18,16,15,27
2022-12-11-08,21,20,25,9,23,14,26,23,18,19,2,7,22,17,21,18,15,15,28
2022-12-11-09,21,22,26,9,26,13,26,23,19,20,2,7,22,17,21,18,16,14,29
2022-12-11-10,21,22,25,9,28,12,27,21,19,21,2,7,23,16,19,21,15,14,29
2022-12-11-11,21,22,25,8,27,13,26,22,19,20,2,7,26,17,20,23,15,15,27
2022-12-11-12,20,22,23,9,27,13,24,21,18,20,2,7,27,16,20,22,14,15,26
2022-12-11-13,20,22,22,9,25,14,23,20,18,19,2,8,26,15,20,22,13,15,23
2022-12-11-14,19,23,22,9,23,13,22,21,17,18,2,8,25,15,20,21,14,15,23
2022-12-11-15,18,22,22,9,25,13,23,19,17,18,2,8,23,13,19,19,13,15,22
2022-12-11-16,18,22,22,9,25,15,23,18,17,18,2,9,21,13,19,19,14,15,22
2022-12-11-17,18,21,23,12,25,16,22,18,18,18,2,11,20,13,19,20,15,18,22
2022-12-11-18,20,20,23,15,26,19,22,18,19,18,2,13,20,15,19,21,17,20,23
2022-12-11-19,22,22,23,16,24,20,21,19,20,20,2,15,19,17,22,25,17,22,25
2022-12-11-20,25,24,24,18,25,19,22,21,22,22,3,16,18,19,23,26,19,24,26
2022-12-11-21,25,26,25,17,26,19,24,22,24,25,3,15,19,19,24,25,20,24,27
2022-12-11-22,25,27,27,15,27,17,26,23,24,26,3,14,21,19,24,26,22,23,28
2022-12-11-23,24,26,27,13,28,15,27,24,24,26,3,11,23,19,23,27,24,21,28
2022-12-12-00,24,25,27,11,27,14,27,24,23,26,2,10,25,17,21,28,24,19,28
2022-12-12-01,22,24,26,11,27,13,27,24,21,24,2,10,25,17,19,29,23,17,26
2022-12-12-02,20,22,24,10,25,13,25,24,19,22,2,10,24,16,17,30,22,17,23
2022-12-12-03,19,21,23,10,23,12,23,25,18,19,2,10,23,14,15,30,20,16,22
2022-12-12-04,17,19,20,11,21,11,22,24,17,18,2,10,21,13,14,29,19,16,21
2022-12-12-05,16,18,19,11,19,11,19,22,15,16,2,9,19,11,14,28,17,16,20
2022-12-12-06,15,18,18,10,18,10,18,20,15,15,2,9,18,11,14,25,16,15,20
2022-12-12-07,13,16,17,10,18,10,18,19,14,14,2,9,16,10,14,23,16,14,18
2022-12-12-08,14,15,16,9,18,11,17,19,14,14,1,8,15,10,13,21,15,13,17
2022-12-12-09,13,15,16,9,17,10,17,19,14,14,1,8,15,10,14,20,15,12,17
2022-12-12-10,14,16,16,9,18,11,18,20,14,15,2,8,16,11,14,21,14,12,19
2022-12-12-11,15,18,17,9,19,11,18,20,15,16,2,9,16,12,14,21,13,13,20
2022-12-12-12,15,19,19,9,20,12,19,20,15,17,2,9,17,12,15,20,13,14,21
2022-12-12-13,16,20,20,10,20,12,20,20,16,18,2,11,22,13,16,20,12,14,21
2022-12-12-14,16,21,21,10,20,13,21,19,17,18,3,12,24,14,17,19,13,15,20
2022-12-12-15,18,20,21,11,20,14,21,17,17,18,3,13,20,14,19,20,13,15,20
2022-12-12-16,19,19,20,12,20,14,21,16,16,18,3,14,19,15,20,23,15,15,20
2022-12-12-17,20,19,20,12,22,14,21,18,17,18,3,13,18,16,20,23,16,16,21
2022-12-12-18,20,19,20,12,23,14,21,20,17,19,3,13,18,16,20,24,17,17,22
2022-12-12-19,20,20,20,11,24,14,21,20,17,20,4,12,20,16,19,24,18,17,22
2022-12-12-20,18,19,21,10,22,14,21,20,17,19,4,11,22,15,19,22,17,17,23
2022-12-12-21,17,19,21,11,21,13,21,19,15,19,4,10,21,13,17,22,16,16,22
2022-12-12-22,17,18,20,11,20,13,20,18,16,18,3,9,20,12,17,22,17,15,21
2022-12-12-23,16,16,20,11,19,13,20,18,15,17,3,8,19,11,16,21,16,15,20
2022-12-13-00,15,16,19,11,19,12,19,19,14,15,4,8,18,11,15,20,17,14,19
2022-12-13-01,15,15,17,10,18,12,18,17,14,14,4,7,16,11,14,20,17,14,19
2022-12-13-02,15,14,17,9,17,11,18,17,13,14,3,6,15,11,14,19,16,13,17
2022-12-13-03,14,16,16,9,16,9,16,17,12,13,3,6,14,11,13,19,15,13,17
2022-12-13-04,13,16,15,9,15,8,15,16,12,14,2,5,14,10,13,18,14,13,17
2022-12-13-05,12,15,15,8,15,7,15,17,11,13,2,5,14,9,12,18,13,13,18
2022-12-13-06,11,14,15,7,14,6,14,16,11,13,2,5,14,9,12,18,12,13,18
2022-12-13-07,11,13,15,7,14,7,14,17,10,12,3,5,14,8,11,17,12,13,18
2022-12-13-08,11,13,15,8,14,7,14,18,11,12,3,5,14,7,12,17,13,12,17
2022-12-13-09,12,15,15,8,15,8,15,18,13,13,3,6,14,8,13,18,14,13,17
2022-12-13-10,13,16,17,9,16,9,16,20,14,15,3,7,15,10,15,19,15,14,17
2022-12-13-11,16,18,20,9,19,9,19,21,16,17,3,7,18,12,17,21,16,16,19
2022-12-13-12,19,20,23,10,23,11,21,22,17,19,3,9,20,15,18,23,16,17,21
2022-12-13-13,20,21,23,10,24,12,21,25,18,19,2,11,21,16,20,26,15,17,21
2022-12-13-14,20,22,22,10,26,15,21,26,19,18,2,13,21,17,20,27,15,19,21
2022-12-13-15,19,20,22,13,25,18,20,25,20,18,2,15,19,17,20,28,16,20,20
2022-12-13-16,19,20,22,15,24,20,20,25,20,17,2,16,18,16,19,28,17,23,19
2022-12-13-17,19,19,22,17,24,22,22,24,19,18,2,18,20,15,21,26,18,25,19
2022-12-13-18,21,21,23,19,23,22,23,24,20,19,2,19,20,18,24,24,19,25,20
2022-12-13-19,24,24,25,19,24,22,24,26,23,21,1,18,20,20,27,25,21,25,23
2022-12-13-20,26,27,27,19,27,22,27,28,25,24,2,19,21,23,29,25,23,26,27
2022-12-13-21,28,29,28,19,30,22,28,30,27,27,2,18,24,25,29,27,24,26,30
2022-12-13-22,29,31,29,20,32,23,30,31,28,28,2,18,27,23,27,31,25,27,33
2022-12-13-23,29,30,28,21,32,23,30,32,26,27,2,20,28,23,27,33,24,28,33
2022-12-14-00,28,29,28,21,30,24,29,30,26,27,1,20,29,22,26,33,23,27,32
2022-12-14-01,28,29,27,23,29,23,28,28,26,26,1,20,27,22,26,33,24,28,32
2022-12-14-02,28,29,28,24,28,24,28,29,26,27,1,20,27,24,27,33,24,28,32
2022-12-14-03,29,31,28,24,29,23,29,29,27,28,1,20,27,26,28,33,24,28,32
2022-12-14-04,29,32,31,23,30,23,30,30,29,29,1,19,27,28,30,34,24,28,34
2022-12-14-05,30,33,31,21,31,22,31,31,30,31,2,17,28,29,30,36,25,27,36
2022-12-14-06,30,33,33,20,33,20,32,30,29,31,2,15,29,28,30,35,25,26,37
2022-12-14-07,29,33,33,19,34,18,32,30,28,31,2,13,30,26,29,35,25,24,37
2022-12-14-08,28,32,32,18,34,17,32,30,27,31,2,12,32,25,27,36,26,22,37
2022-12-14-09,27,31,33,16,35,16,32,30,26,30,1,12,32,24,26,37,26,21,36
2022-12-14-10,26,30,31,15,35,16,31,31,25,29,2,11,33,23,25,38,26,21,37
2022-12-14-11,25,29,30,13,36,16,31,33,24,30,3,11,33,22,24,38,25,20,35
2022-12-14-12,24,28,30,12,36,16,31,33,23,29,3,12,33,21,23,41,24,20,34
2022-12-14-13,25,28,30,10,34,16,31,33,23,29,3,11,34,21,23,42,22,19,32
2022-12-14-14,25,29,30,11,35,16,31,31,24,30,3,11,31,21,24,44,22,19,31
2022-12-14-15,26,30,30,12,34,16,31,31,25,29,3,11,30,20,24,46,21,19,32
2022-12-14-16,26,30,30,14,34,15,30,30,25,29,2,10,29,21,24,47,21,20,33
2022-12-14-17,26,28,30,13,35,16,29,29,25,28,2,11,27,20,24,47,22,19,34
2022-12-14-18,25,27,29,13,33,16,29,28,25,27,2,12,28,21,23,46,22,19,33
2022-12-14-19,25,25,29,12,33,16,29,27,24,27,2,13,27,20,23,44,22,19,32
2022-12-14-20,24,24,28,12,32,16,28,25,22,25,2,14,27,18,22,41,21,19,31
2022-12-14-21,22,24,27,12,30,16,27,25,22,25,2,13,27,17,22,38,21,20,29
2022-12-14-22,21,23,27,12,28,15,26,24,21,24,2,12,25,17,22,36,20,19,27
2022-12-14-23,20,23,26,12,26,15,25,23,22,23,2,11,24,17,21,35,20,19,27
2022-12-15-00,19,23,25,12,24,15,24,23,21,23,1,11,23,17,22,32,20,19,26
2022-12-15-01,19,21,25,13,22,15,23,24,20,22,1,11,22,17,21,32,20,18,25
2022-12-15-02,19,21,24,11,23,15,23,23,21,21,1,10,21,16,21,30,19,17,23
2022-12-15-03,18,20,24,11,22,15,22,22,20,20,1,9,21,16,21,28,18,17,22
2022-12-15-04,19,20,23,12,21,15,21,20,20,19,1,9,21,15,20,26,17,17,21
