,三義,二林,南投,埔里,大里,忠明,沙鹿,竹山,線西,苗栗,西屯,豐原
2022-11-04-11,4,14,20,7,10,10,7,21,12,8,9,6
2022-11-04-12,4,15,19,7,9,9,8,21,14,8,9,6
2022-11-04-13,4,15,18,7,8,9,9,23,15,7,9,6
2022-11-04-14,4,16,17,6,8,9,10,23,15,7,9,6
2022-11-04-15,5,15,17,6,8,8,9,22,13,6,9,6
2022-11-04-16,4,14,16,6,7,7,8,21,12,6,9,5
2022-11-04-17,4,15,14,7,6,6,8,19,12,6,8,6
2022-11-04-18,4,15,12,8,6,6,8,18,12,6,8,6
2022-11-04-19,4,15,11,9,6,6,8,16,12,5,10,7
2022-11-04-20,5,15,10,11,6,6,8,16,13,5,10,8
2022-11-04-21,5,14,10,12,6,7,7,14,12,5,11,9
2022-11-04-22,5,13,10,12,6,7,7,13,12,5,11,9
2022-11-04-23,5,12,10,13,6,7,6,12,12,5,10,8
2022-11-05-00,5,12,9,11,5,6,6,11,11,5,9,7
2022-11-05-01,4,12,8,12,5,6,5,9,9,4,7,7
2022-11-05-02,4,11,8,11,4,5,5,9,9,4,7,6
2022-11-05-03,3,10,7,11,4,5,4,9,8,3,6,6
2022-11-05-04,3,9,7,11,3,5,4,8,8,2,6,6
2022-11-05-05,3,9,7,11,3,5,3,7,9,1,6,5
2022-11-05-06,2,8,7,11,3,4,2,5,9,2,6,4
2022-11-05-07,3,8,6,12,2,4,2,4,9,3,5,4
2022-11-05-08,3,7,6,12,2,4,1,4,8,3,5,3
2022-11-05-09,2,6,6,12,2,4,2,4,7,4,4,3
2022-11-05-10,3,6,6,12,2,4,2,5,7,3,4,3
2022-11-05-11,3,8,7,11,2,4,3,5,8,4,4,4
2022-11-05-12,3,9,7,11,2,4,3,-999,10,4,5,5
2022-11-05-13,3,10,7,10,3,4,4,-999,11,4,5,5
2022-11-05-14,3,13,7,10,3,4,5,-999,11,4,6,5
2022-11-05-15,2,13,7,10,3,5,6,7,11,3,6,5
2022-11-05-16,3,12,7,11,2,5,6,8,10,3,7,5
2022-11-05-17,3,12,8,11,3,5,6,11,9,3,7,5
2022-11-05-18,4,11,9,11,3,6,6,14,9,3,8,6
2022-11-05-19,4,11,9,11,4,6,5,18,9,3,8,8
2022-11-05-20,5,11,10,12,4,6,5,21,8,4,9,9
2022-11-05-21,5,11,9,12,4,6,6,21,8,5,9,9
2022-11-05-22,5,10,8,11,4,6,6,19,8,4,9,8
2022-11-05-23,4,10,8,11,3,6,6,15,8,4,10,6
2022-11-06-00,4,9,8,9,3,5,6,13,7,4,10,5
2022-11-06-01,4,7,7,9,2,4,5,11,6,4,9,4
2022-11-06-02,4,6,7,9,2,4,4,11,6,3,8,4
2022-11-06-03,4,5,6,8,2,3,3,10,5,3,7,5
2022-11-06-04,4,4,6,8,2,3,2,9,5,3,6,5
2022-11-06-05,3,4,5,7,1,3,2,9,5,3,5,5
2022-11-06-06,2,4,4,7,1,2,2,9,5,3,5,4
2022-11-06-07,2,4,4,6,1,2,2,7,5,3,5,3
2022-11-06-08,2,4,4,6,1,3,2,6,5,3,4,2
2022-11-06-09,3,3,4,6,1,3,2,5,5,3,5,3
2022-11-06-10,3,3,5,6,2,2,2,5,5,3,6,3
2022-11-06-11,3,4,6,5,3,3,2,8,6,3,6,4
2022-11-06-12,3,5,5,4,3,2,3,9,7,4,6,5
2022-11-06-13,4,6,5,4,3,2,3,10,8,4,5,5
2022-11-06-14,4,7,5,3,3,3,4,10,10,5,5,5
2022-11-06-15,5,8,5,3,4,4,4,10,11,4,6,6
2022-11-06-16,5,8,5,3,4,5,4,11,11,4,8,5
2022-11-06-17,6,8,6,4,6,7,5,11,10,5,10,6
2022-11-06-18,7,9,6,5,6,8,5,12,9,5,10,7
2022-11-06-19,8,8,8,6,7,8,5,12,9,6,9,8
2022-11-06-20,8,9,8,7,7,8,5,13,8,6,8,9
2022-11-06-21,8,9,9,8,6,9,6,13,8,6,9,9
2022-11-06-22,7,9,10,8,6,9,6,14,7,6,8,10
2022-11-06-23,7,8,10,8,5,8,6,14,8,6,9,11
2022-11-07-00,6,8,10,9,6,7,6,15,8,6,10,11
2022-11-07-01,6,7,10,9,6,6,5,14,8,6,10,10
2022-11-07-02,6,6,10,9,7,6,5,14,8,6,10,10
2022-11-07-03,6,6,10,9,7,6,5,13,7,7,10,10
2022-11-07-04,5,7,9,8,7,6,5,12,7,6,10,10
2022-11-07-05,5,7,9,8,7,6,5,12,8,6,11,10
2022-11-07-06,4,7,9,7,8,6,5,12,7,5,10,10
2022-11-07-07,3,7,9,6,9,5,4,12,7,5,10,10
2022-11-07-08,4,7,10,5,9,5,4,13,9,5,10,10
2022-11-07-09,4,7,10,4,10,5,4,13,8,6,10,10
2022-11-07-10,5,8,11,4,9,5,5,15,8,6,10,9
2022-11-07-11,6,9,11,5,8,6,6,16,8,7,11,9
2022-11-07-12,6,9,11,4,8,7,7,17,8,8,10,10
2022-11-07-13,6,10,11,3,9,7,8,17,9,9,11,10
2022-11-07-14,6,11,10,2,11,8,9,15,10,9,11,10
2022-11-07-15,5,12,10,2,12,9,10,15,11,9,11,11
2022-11-07-16,6,13,10,2,12,10,10,16,11,8,12,12
2022-11-07-17,7,13,11,4,11,11,10,16,11,8,12,14
2022-11-07-18,8,17,13,7,11,11,10,17,11,8,13,15
2022-11-07-19,9,16,14,10,11,12,10,17,12,8,14,16
2022-11-07-20,10,17,15,13,12,12,12,17,12,8,15,16
2022-11-07-21,10,16,16,15,13,13,13,17,12,8,16,16
2022-11-07-22,10,14,17,15,14,13,13,17,12,9,16,16
2022-11-07-23,11,16,18,15,15,13,13,17,12,9,16,17
2022-11-08-00,12,16,19,15,17,14,12,17,12,8,16,16
2022-11-08-01,12,16,20,14,18,15,12,19,12,8,18,17
2022-11-08-02,12,16,20,16,20,18,13,20,14,8,19,18
2022-11-08-03,12,16,20,15,21,20,14,21,17,8,21,19
2022-11-08-04,12,18,20,15,21,21,15,19,20,8,22,20
2022-11-08-05,12,18,21,15,21,21,16,19,21,8,23,20
2022-11-08-06,12,17,21,14,21,21,17,18,20,8,23,19
2022-11-08-07,12,18,22,14,22,21,16,18,18,7,22,19
2022-11-08-08,13,15,23,13,23,20,14,20,15,7,21,20
2022-11-08-09,13,15,24,12,24,20,12,22,14,7,20,21
2022-11-08-10,12,13,24,12,27,21,11,23,13,8,20,22
2022-11-08-11,11,13,25,11,27,19,11,24,14,8,20,22
2022-11-08-12,11,14,24,13,25,19,11,24,15,10,20,20
2022-11-08-13,11,15,24,15,23,19,13,23,15,9,19,18
2022-11-08-14,11,16,24,14,19,17,14,22,16,9,18,15
2022-11-08-15,10,17,24,16,17,16,14,23,16,8,18,14
2022-11-08-16,10,17,22,15,15,15,13,24,15,7,16,13
2022-11-08-17,10,16,22,16,14,13,12,26,14,7,15,13
2022-11-08-18,10,15,20,16,14,13,11,27,13,9,15,13
2022-11-08-19,9,15,20,16,14,13,13,27,13,10,15,14
2022-11-08-20,9,15,20,17,14,12,14,26,13,11,16,13
2022-11-08-21,9,15,18,18,15,13,15,24,14,11,17,12
2022-11-08-22,9,15,19,18,14,14,16,22,14,10,16,12
2022-11-08-23,8,14,18,18,14,14,15,22,14,10,15,11
2022-11-09-00,7,13,18,18,15,15,13,20,14,9,14,11
2022-11-09-01,6,13,18,17,15,14,12,20,13,9,12,10
2022-11-09-02,6,13,19,15,16,13,10,19,13,9,13,9
2022-11-09-03,6,12,19,14,15,12,10,17,12,10,13,9
2022-11-09-04,6,12,19,13,15,12,9,16,12,10,13,10
2022-11-09-05,6,12,17,12,15,12,9,15,13,9,13,10
2022-11-09-06,6,12,16,13,15,13,9,13,13,8,12,12
2022-11-09-07,5,13,14,13,15,13,9,12,14,8,13,12
2022-11-09-08,5,16,14,12,18,14,11,11,16,7,15,13
2022-11-09-09,5,19,15,11,19,15,15,11,18,7,17,13
2022-11-09-10,6,22,14,11,20,17,17,11,19,7,19,13
2022-11-09-11,7,24,14,10,21,18,19,14,21,8,20,15
2022-11-09-12,11,27,16,8,21,18,19,17,19,9,20,17
2022-11-09-13,15,28,18,7,22,19,19,21,17,9,22,19
2022-11-09-14,19,29,20,5,24,22,20,24,17,9,24,21
2022-11-09-15,22,30,20,6,24,26,19,25,15,9,26,23
2022-11-09-16,23,28,22,8,25,26,19,26,15,12,28,25
2022-11-09-17,24,24,22,9,25,26,18,27,15,17,27,26
2022-11-09-18,24,21,22,12,24,24,17,28,15,19,25,25
2022-11-09-19,26,19,23,17,25,23,16,28,14,22,24,25
2022-11-09-20,26,17,22,21,24,22,16,29,14,24,23,25
2022-11-09-21,25,15,22,24,24,22,16,29,13,26,24,26
2022-11-09-22,26,14,23,26,23,23,18,28,14,28,24,27
2022-11-09-23,25,14,24,25,23,23,19,27,14,27,24,27
2022-11-10-00,25,14,25,26,23,23,21,28,15,27,24,27
2022-11-10-01,25,13,28,25,23,23,22,26,15,27,25,27
2022-11-10-02,25,13,28,25,24,23,22,26,15,26,24,27
2022-11-10-03,25,14,29,25,24,23,23,24,17,26,24,28
2022-11-10-04,26,14,28,23,25,22,22,22,18,26,25,29
2022-11-10-05,26,14,26,22,25,23,23,22,20,25,25,30
2022-11-10-06,28,14,26,21,25,24,25,21,20,25,26,30
2022-11-10-07,29,16,25,21,24,25,27,22,20,25,27,28
2022-11-10-08,30,18,27,21,25,26,28,22,22,25,28,26
2022-11-10-09,32,26,29,20,27,26,31,21,26,28,29,25
2022-11-10-10,32,30,31,19,30,28,32,19,28,30,30,25
2022-11-10-11,32,33,33,16,31,28,33,18,29,31,31,27
2022-11-10-12,31,34,34,13,31,29,35,21,30,31,32,28
2022-11-10-13,30,31,34,12,32,30,34,27,30,27,33,32
2022-11-10-14,29,33,35,13,31,28,30,33,27,23,32,32
2022-11-10-15,29,29,35,15,29,25,25,36,24,20,29,29
2022-11-10-16,27,26,32,19,26,21,20,37,20,17,25,27
2022-11-10-17,25,23,28,22,22,17,16,33,15,17,21,23
2022-11-10-18,23,19,24,24,19,15,14,28,15,16,19,21
2022-11-10-19,24,18,21,25,18,15,12,25,14,15,19,21
2022-11-10-20,24,18,19,25,18,16,11,23,13,14,18,21
2022-11-10-21,24,17,20,24,17,15,9,23,11,13,18,21
2022-11-10-22,25,18,20,25,16,14,8,27,12,11,17,20
2022-11-10-23,25,19,20,24,15,13,8,27,12,11,16,20
2022-11-11-00,30,21,20,24,14,12,7,26,13,10,14,21
2022-11-11-01,30,24,19,26,12,12,6,23,13,10,13,19
2022-11-11-02,31,27,18,26,12,13,7,20,15,11,14,20
2022-11-11-03,32,28,17,26,13,15,10,20,18,11,17,19
2022-11-11-04,28,30,17,26,15,17,13,19,22,13,19,20
2022-11-11-05,26,30,18,26,18,20,18,21,27,14,23,21
2022-11-11-06,25,30,20,25,20,24,24,22,30,15,27,21
2022-11-11-07,23,32,22,24,22,29,28,23,33,15,31,23
2022-11-11-08,23,35,25,24,24,32,32,24,34,16,35,24
2022-11-11-09,25,37,27,24,27,35,35,23,35,18,39,24
2022-11-11-10,27,40,25,23,30,37,37,25,37,22,40,25
2022-11-11-11,29,42,24,22,34,37,40,29,40,27,42,27
2022-11-11-12,30,44,24,19,36,39,42,31,43,31,45,30
2022-11-11-13,32,47,26,17,38,40,45,33,46,31,46,36
2022-11-11-14,32,50,30,16,41,42,45,33,46,28,49,41
2022-11-11-15,31,52,34,17,44,43,42,31,41,23,49,43
2022-11-11-16,28,50,37,19,44,41,37,31,37,19,46,40
2022-11-11-17,26,43,40,22,41,37,30,32,31,18,41,36
2022-11-11-18,24,37,38,25,36,32,24,36,25,17,36,31
2022-11-11-19,23,30,35,29,31,27,21,38,22,18,31,28
2022-11-11-20,23,28,30,32,28,25,19,38,20,18,28,26
2022-11-11-21,22,27,27,34,26,24,18,35,18,18,27,26
2022-11-11-22,20,26,27,34,26,25,16,31,16,18,26,26
2022-11-11-23,18,27,28,34,26,26,16,28,16,18,27,26
2022-11-12-00,16,28,30,33,26,26,15,28,18,19,27,26
2022-11-12-01,13,30,30,34,27,26,15,29,20,20,26,27
2022-11-12-02,13,32,31,34,28,26,15,30,23,22,26,26
2022-11-12-03,12,34,30,33,30,27,17,31,27,22,27,26
2022-11-12-04,13,37,28,33,32,28,19,29,29,22,30,26
2022-11-12-05,13,37,27,32,36,31,20,27,30,22,32,26
2022-11-12-06,13,36,27,31,37,33,23,25,31,19,34,26
2022-11-12-07,12,36,26,29,37,36,26,23,31,18,36,26
2022-11-12-08,12,36,27,28,37,37,28,22,32,17,38,27
2022-11-12-09,13,37,26,27,37,37,29,23,34,17,40,30
2022-11-12-10,13,41,26,26,38,37,30,23,36,17,40,32
2022-11-12-11,14,44,27,22,40,36,28,24,35,18,40,34
2022-11-12-12,14,46,27,19,41,35,26,26,33,17,38,34
2022-11-12-13,14,44,28,16,41,32,25,26,29,16,35,33
2022-11-12-14,15,40,28,14,39,29,22,28,24,15,33,31
2022-11-12-15,16,35,29,16,36,27,20,29,22,13,30,28
2022-11-12-16,16,31,29,18,31,24,18,32,22,12,26,26
2022-11-12-17,17,28,29,21,27,22,18,33,21,12,24,24
2022-11-12-18,18,25,28,23,24,21,19,35,22,13,22,24
2022-11-12-19,20,27,26,23,22,20,19,36,23,15,22,25
2022-11-12-20,19,32,26,25,22,20,20,38,24,18,23,25
2022-11-12-21,19,38,26,25,23,22,20,39,25,22,25,25
2022-11-12-22,18,41,26,25,24,23,20,40,24,24,26,23
2022-11-12-23,16,41,27,25,24,24,22,41,26,24,28,20
2022-11-13-00,16,37,27,25,24,26,22,40,27,22,28,19
2022-11-13-01,15,34,27,24,24,25,22,39,29,21,28,18
2022-11-13-02,14,32,28,22,24,25,23,39,32,20,28,19
2022-11-13-03,12,32,27,22,25,26,23,36,34,19,28,19
2022-11-13-04,11,33,26,20,23,24,24,34,35,18,28,18
2022-11-13-05,10,33,26,19,22,24,25,33,41,18,28,17
2022-11-13-06,9,35,24,18,22,25,25,30,43,17,26,15
2022-11-13-07,9,36,23,18,20,25,23,28,42,17,25,13
2022-11-13-08,9,38,21,16,20,24,22,27,40,18,23,13
2022-11-13-09,11,39,21,15,20,22,21,26,35,18,22,12
2022-11-13-10,12,37,21,14,18,19,21,22,31,19,23,10
2022-11-13-11,13,36,21,12,17,19,21,20,30,19,21,11
2022-11-13-12,15,32,20,11,16,17,23,19,30,20,22,11
2022-11-13-13,15,31,18,9,14,18,22,21,29,18,20,11
2022-11-13-14,15,31,16,7,13,17,21,22,27,16,20,11
2022-11-13-15,14,28,17,7,12,16,20,24,24,15,20,13
2022-11-13-16,13,26,18,9,13,16,18,25,21,14,19,12
2022-11-13-17,13,22,20,11,13,14,16,24,18,13,18,12
2022-11-13-18,13,21,22,14,12,13,15,25,16,13,17,13
2022-11-13-19,14,19,21,16,11,14,15,26,15,15,16,13
2022-11-13-20,14,16,21,17,12,14,14,26,15,15,16,15
2022-11-13-21,14,16,19,18,12,15,14,27,15,15,16,16
2022-11-13-22,12,15,17,17,13,15,13,28,15,15,15,17
2022-11-13-23,11,16,17,16,14,15,13,28,16,15,16,16
2022-11-14-00,10,16,18,16,14,15,13,28,16,15,14,17
2022-11-14-01,11,17,18,15,14,14,13,26,17,15,15,17
2022-11-14-02,11,18,19,15,15,14,13,25,18,14,15,16
2022-11-14-03,11,18,18,16,15,13,13,23,18,13,14,15
2022-11-14-04,11,17,18,15,15,13,13,21,18,12,13,12
2022-11-14-05,10,18,17,15,15,13,12,20,19,12,13,11
2022-11-14-06,10,18,15,13,15,12,11,19,18,11,12,10
2022-11-14-07,10,18,14,12,15,12,11,18,17,10,12,11
2022-11-14-08,10,17,12,11,15,11,11,17,17,10,11,11
2022-11-14-09,10,17,11,10,16,11,12,17,16,10,12,12
2022-11-14-10,10,17,10,10,17,12,13,17,16,11,13,13
2022-11-14-11,10,17,10,11,18,13,13,19,17,10,14,14
2022-11-14-12,10,18,13,10,20,15,14,21,18,10,16,15
2022-11-14-13,11,19,17,8,23,17,14,24,19,10,17,15
2022-11-14-14,11,19,20,7,23,18,14,25,19,10,19,17
2022-11-14-15,11,19,20,7,24,18,15,27,19,12,19,18
2022-11-14-16,12,19,21,9,23,18,15,30,18,13,19,17
2022-11-14-17,13,16,21,13,21,17,15,28,18,13,19,19
2022-11-14-18,14,16,21,16,20,17,14,27,18,15,19,20
2022-11-14-19,14,15,22,17,20,17,14,28,18,16,19,21
2022-11-14-20,15,16,22,21,19,18,14,28,17,16,19,22
2022-11-14-21,15,16,22,21,20,19,15,28,16,17,19,22
2022-11-14-22,15,16,22,23,21,19,16,29,16,18,19,21
2022-11-14-23,15,16,22,23,21,19,16,29,16,17,20,19
2022-11-15-00,15,16,23,22,22,19,17,29,17,18,20,18
2022-11-15-01,13,17,24,23,21,18,17,28,17,18,19,18
2022-11-15-02,14,18,24,23,21,17,17,27,17,17,19,17
2022-11-15-03,13,18,24,23,22,18,18,27,17,18,19,18
2022-11-15-04,13,18,23,22,22,18,17,25,16,18,18,20
2022-11-15-05,13,18,22,20,23,18,17,24,17,17,19,19
2022-11-15-06,12,18,21,20,25,19,17,24,16,16,21,20
2022-11-15-07,12,19,21,19,28,20,17,23,16,15,22,18
2022-11-15-08,13,22,21,17,30,21,17,23,18,14,23,17
2022-11-15-09,14,25,20,16,29,22,20,22,20,14,24,18
2022-11-15-10,15,28,19,15,29,22,23,21,22,15,23,18
2022-11-15-11,15,32,18,13,25,23,24,19,23,14,27,21
2022-11-15-12,17,33,15,12,24,24,26,18,23,14,27,23
2022-11-15-13,18,33,17,10,26,25,24,17,22,13,27,24
2022-11-15-14,18,31,19,8,26,26,21,22,20,13,27,24
2022-11-15-15,18,27,21,11,26,27,20,26,19,14,23,25
2022-11-15-16,17,26,22,14,26,24,18,28,18,14,23,24
2022-11-15-17,17,24,22,17,25,22,18,28,17,15,22,23
2022-11-15-18,17,24,21,20,24,19,18,25,17,15,22,22
2022-11-15-19,18,24,20,21,22,21,19,23,18,17,23,22
2022-11-15-20,18,22,19,20,21,21,19,22,17,17,22,22
2022-11-15-21,19,22,20,20,20,21,19,24,16,16,23,22
2022-11-15-22,19,21,20,21,20,22,18,25,16,15,24,22
2022-11-15-23,18,20,21,21,21,22,18,26,16,15,23,22
2022-11-16-00,17,20,22,23,21,21,16,26,15,14,23,22
2022-11-16-01,16,19,22,23,22,21,15,25,15,14,21,20
2022-11-16-02,17,18,21,23,20,19,14,23,14,13,19,19
2022-11-16-03,16,17,21,22,19,18,12,23,13,11,19,18
2022-11-16-04,16,16,21,21,19,17,11,23,12,10,18,18
2022-11-16-05,15,15,21,21,19,17,10,24,12,9,17,18
2022-11-16-06,13,14,22,20,19,16,10,24,11,8,16,18
2022-11-16-07,11,14,23,20,21,15,9,24,11,7,13,19
2022-11-16-08,10,12,24,20,22,14,9,24,11,6,13,18
2022-11-16-09,9,13,24,21,22,13,9,25,11,6,12,17
2022-11-16-10,9,13,25,20,23,13,9,27,10,7,13,17
2022-11-16-11,10,14,27,18,24,14,9,29,10,8,14,16
2022-11-16-12,10,16,29,16,25,15,10,32,11,8,15,17
2022-11-16-13,11,18,31,14,25,16,10,35,11,10,17,18
2022-11-16-14,11,18,33,14,24,16,10,36,11,11,17,18
2022-11-16-15,12,17,34,15,22,16,10,37,10,11,17,19
2022-11-16-16,12,16,33,18,20,15,11,38,10,12,17,19
2022-11-16-17,13,14,31,21,19,14,11,38,10,11,17,18
2022-11-16-18,15,13,28,23,18,14,11,36,10,11,17,18
2022-11-16-19,19,13,27,25,18,16,12,36,12,12,18,19
2022-11-16-20,20,13,26,28,19,16,13,35,12,12,20,19
2022-11-16-21,21,13,29,28,19,17,15,33,12,12,21,19
2022-11-16-22,21,12,31,31,20,18,15,33,13,12,22,20
2022-11-16-23,20,13,31,33,21,20,16,33,14,11,23,20
2022-11-17-00,21,13,32,33,21,21,16,33,15,11,24,20
2022-11-17-01,21,12,32,33,22,23,18,32,16,11,26,20
2022-11-17-02,23,13,31,32,25,27,22,31,19,12,29,22
2022-11-17-03,25,13,31,32,27,29,25,29,21,14,31,25
2022-11-17-04,27,15,31,31,29,32,28,27,23,19,35,29
2022-11-17-05,29,21,31,31,31,33,30,26,25,24,35,33
2022-11-17-06,30,26,32,31,32,34,31,27,27,26,35,35
2022-11-17-07,30,30,32,29,34,34,32,26,29,30,36,36
2022-11-17-08,32,34,33,28,35,34,34,26,30,29,36,36
2022-11-17-09,33,37,33,26,37,35,34,26,28,26,38,35
2022-11-17-10,33,38,33,23,38,37,33,24,25,24,40,35
2022-11-17-11,31,36,33,22,38,38,30,23,22,20,40,34
2022-11-17-12,28,34,33,21,35,34,28,23,20,20,40,32
2022-11-17-13,24,29,31,19,30,27,25,21,19,20,33,29
2022-11-17-14,23,29,27,18,25,21,23,20,18,21,25,23
2022-11-17-15,20,26,26,17,21,18,21,20,18,21,20,19
2022-11-17-16,17,22,22,15,20,15,19,18,17,19,18,17
2022-11-17-17,17,20,19,15,17,13,18,18,16,18,16,15
2022-11-17-18,17,18,17,14,15,12,17,15,15,16,15,15
2022-11-17-19,18,19,15,12,13,11,17,15,14,15,15,15
2022-11-17-20,18,19,15,13,12,11,17,14,13,15,16,14
2022-11-17-21,19,18,15,13,12,12,17,13,14,18,17,14
2022-11-17-22,18,18,15,12,14,13,17,13,14,22,17,12
2022-11-17-23,17,-999,15,12,15,15,18,12,16,23,18,11
2022-11-18-00,15,-999,13,12,16,15,19,11,18,25,18,11
2022-11-18-01,15,-999,12,12,17,15,20,10,21,25,19,11
2022-11-18-02,15,22,11,12,16,17,23,9,23,23,21,11
2022-11-18-03,16,24,11,11,15,18,25,9,25,23,24,10
2022-11-18-04,16,27,10,11,14,19,25,9,27,22,26,11
2022-11-18-05,17,29,10,11,14,20,25,10,28,21,26,11
2022-11-18-06,16,30,11,10,14,19,23,10,28,21,24,11
2022-11-18-07,16,31,11,11,16,16,22,10,27,19,22,10
2022-11-18-08,15,32,11,11,16,14,20,10,26,18,20,9
2022-11-18-09,15,30,12,11,16,13,18,11,24,18,18,8
2022-11-18-10,14,28,11,11,17,13,19,11,23,16,17,8
2022-11-18-11,14,26,11,10,15,12,18,11,22,17,16,8
2022-11-18-12,13,24,12,9,16,13,18,11,21,16,15,9
2022-11-18-13,13,21,13,8,14,13,19,12,20,16,15,10
2022-11-18-14,14,20,14,8,13,14,17,14,20,15,17,11
2022-11-18-15,15,20,15,9,13,15,15,15,19,15,17,12
2022-11-18-16,17,18,15,10,13,14,15,16,20,15,17,14
2022-11-18-17,18,19,15,11,14,14,15,17,20,16,19,15
2022-11-18-18,20,18,16,12,16,15,16,18,19,16,19,17
2022-11-18-19,24,16,18,14,16,17,17,21,19,16,20,18
2022-11-18-20,25,17,20,15,17,18,17,24,18,15,21,19
2022-11-18-21,25,17,22,16,18,20,16,24,17,15,22,20
2022-11-18-22,24,18,24,18,19,20,15,26,17,15,23,21
2022-11-18-23,22,16,25,19,20,20,14,25,15,14,22,20
2022-11-19-00,22,14,24,20,21,20,14,23,15,15,22,20
2022-11-19-01,21,11,24,19,21,20,15,23,14,14,22,19
2022-11-19-02,21,12,24,19,22,20,15,22,14,14,22,19
2022-11-19-03,20,11,22,18,22,19,15,24,13,14,23,17
2022-11-19-04,18,12,25,18,22,19,15,24,12,13,23,16
2022-11-19-05,18,12,25,17,23,18,15,25,12,12,22,15
2022-11-19-06,17,11,25,17,22,17,14,24,11,12,21,14
2022-11-19-07,15,20,25,17,23,17,13,23,12,11,18,13
2022-11-19-08,13,23,24,16,24,18,13,22,13,12,19,12
2022-11-19-09,13,26,23,15,25,19,14,21,15,12,20,11
2022-11-19-10,13,30,22,14,26,21,13,22,15,13,21,12
2022-11-19-11,13,24,24,13,25,20,13,23,15,13,21,12
2022-11-19-12,14,25,28,12,26,19,13,23,14,13,20,13
2022-11-19-13,15,23,32,10,24,19,12,24,14,13,19,13
2022-11-19-14,15,21,35,11,22,17,14,28,13,13,19,12
2022-11-19-15,15,21,32,13,19,18,14,32,13,12,18,13
2022-11-19-16,16,21,29,14,17,17,14,32,14,12,18,13
2022-11-19-17,20,23,25,15,16,16,13,31,14,12,19,14
2022-11-19-18,20,24,23,15,14,16,12,29,13,13,18,15
2022-11-19-19,21,22,23,16,15,16,14,26,13,14,19,15
2022-11-19-20,20,20,23,17,17,16,14,27,13,16,20,16
2022-11-19-21,18,19,24,18,17,16,15,27,13,18,19,17
2022-11-19-22,18,18,24,20,18,17,16,28,14,19,20,18
2022-11-19-23,18,19,24,19,17,17,16,28,15,19,21,18
2022-11-20-00,18,19,23,20,17,18,17,27,16,19,21,17
2022-11-20-01,19,19,22,20,17,18,17,28,16,19,22,17
2022-11-20-02,18,20,20,20,17,18,18,27,16,19,22,15
2022-11-20-03,17,19,20,20,18,18,17,26,15,19,23,15
2022-11-20-04,17,17,18,21,17,17,16,26,14,19,23,15
2022-11-20-05,16,16,18,21,17,17,16,25,13,18,22,15
2022-11-20-06,16,14,18,20,17,17,15,24,13,18,22,15
2022-11-20-07,15,14,17,20,17,16,14,24,14,18,21,14
2022-11-20-08,14,14,19,18,18,16,14,24,14,18,20,14
2022-11-20-09,14,14,19,19,18,15,14,23,15,17,19,13
2022-11-20-10,13,14,21,18,19,13,14,23,15,17,18,11
2022-11-20-11,13,15,21,17,18,12,14,23,14,15,18,11
2022-11-20-12,12,14,22,17,16,12,13,24,14,13,16,10
2022-11-20-13,11,14,21,17,14,12,12,25,13,13,16,10
2022-11-20-14,11,13,20,16,12,12,12,25,13,13,16,9
2022-11-20-15,12,11,19,16,12,12,12,25,14,14,16,9
2022-11-20-16,12,11,18,14,12,12,12,25,13,14,17,9
2022-11-20-17,12,12,18,14,12,13,12,25,13,13,18,11
2022-11-20-18,14,12,19,15,14,13,12,27,13,14,17,12
2022-11-20-19,14,11,21,17,14,13,12,29,12,13,17,13
2022-11-20-20,13,10,21,19,15,14,13,29,11,12,16,14
2022-11-20-21,13,8,21,20,15,15,14,31,11,13,16,14
2022-11-20-22,12,9,23,21,14,16,14,31,11,13,16,15
2022-11-20-23,12,9,24,20,14,17,14,31,12,13,17,15
2022-11-21-00,12,10,25,21,15,18,14,30,13,14,18,15
2022-11-21-01,12,12,27,21,15,19,14,29,13,14,19,16
2022-11-21-02,12,12,27,21,16,21,15,28,14,14,21,16
2022-11-21-03,12,13,26,21,17,21,16,27,15,13,23,16
2022-11-21-04,12,15,26,21,18,22,17,25,16,13,25,17
2022-11-21-05,12,16,25,21,21,24,20,25,18,12,25,18
2022-11-21-06,13,18,25,19,23,24,22,23,21,11,27,18
2022-11-21-07,13,20,25,19,24,23,22,22,24,11,27,17
2022-11-21-08,13,23,25,18,26,22,22,23,25,11,26,15
2022-11-21-09,15,27,26,18,27,20,20,22,24,11,26,14
2022-11-21-10,16,30,26,18,29,20,18,22,21,11,25,14
2022-11-21-11,16,29,26,17,29,21,17,22,18,10,25,17
2022-11-21-12,16,28,27,16,29,21,15,23,16,10,25,19
2022-11-21-13,15,26,29,14,28,21,15,25,17,11,25,20
2022-11-21-14,15,24,31,13,27,21,16,29,18,11,25,22
2022-11-21-15,16,24,33,14,28,21,18,33,18,12,25,22
2022-11-21-16,17,23,35,17,28,20,18,35,19,13,25,23
2022-11-21-17,19,23,34,20,27,19,17,36,20,14,24,24
2022-11-21-18,19,22,34,25,27,19,17,34,19,15,24,24
2022-11-21-19,23,22,33,28,26,19,18,34,19,16,24,24
2022-11-21-20,22,21,32,31,24,20,18,34,17,17,24,24
2022-11-21-21,22,19,33,33,25,20,19,35,17,18,25,23
2022-11-21-22,22,18,34,33,24,21,19,37,18,19,25,23
2022-11-21-23,20,17,35,34,23,22,20,38,18,20,25,21
2022-11-22-00,20,17,36,34,23,22,22,38,20,21,25,21
