,三義,二林,南投,埔里,大里,彰化,忠明,沙鹿,竹山,線西,苗栗,西屯,豐原,C0,C10,C12,C13,C2,C3,C4,C5,C6,C7,C8,C9,站時數
2023-01-09,1,11,24,10,17,15,11,0,24,4,0,13,16,0,0,0,18,0,0,0,0,0,0,12,0,176
