,三義,二林,南投,埔里,大里,彰化,忠明,沙鹿,竹山,線西,苗栗,西屯,豐原,C0,C10,C12,C13,C2,C3,C4,C5,C6,C7,C8,C9,站時數
2022-03-04,5,24,12,5,21,20,15,20,13,24,23,19,13,22,24,24,0,20,21,23,13,22,21,14,16,434
